15	0.000007
30	0.000835
45	0.020591
60	0.064302
75	0.102672
90	0.147321
105	0.194182
120	0.244767
135	0.297257
150	0.348932
165	0.399806
180	0.446886
195	0.492673
210	0.536349
225	0.567943
240	0.603988
255	0.633107
270	0.665727
285	0.692832
300	0.716182
315	0.738733
330	0.761533
345	0.789559
360	0.808288
375	0.827323
390	0.841776
405	0.858654
420	0.880584
435	0.893986
450	0.899959
465	0.905354
480	0.911043
495	0.930295
510	0.935118
525	0.934072
540	0.950778
555	0.953129
570	0.956118
585	0.977033
600	0.977224
615	0.993284
630	0.998499
645	1.001726
660	1.008493	
