Range(m) 532nmResult 355nmResult
10623.7500 1.0000 1.0000
10627.5000 1.0000 1.0000
10631.2500 1.0000 1.0000
10635.0000 1.0000 1.0000
10638.7500 1.0000 1.0000
10642.5000 1.0000 1.0000
10646.2500 1.0000 1.0000
10650.0000 1.0000 1.0000
10653.7500 1.0000 1.0000
10657.5000 1.0000 1.0000
10661.2500 1.0000 1.0000
10665.0000 1.0000 1.0000
10668.7500 1.0000 1.0000
10672.5000 1.0000 1.0000
10676.2500 1.0000 1.0000
10680.0000 1.0000 1.0000
10683.7500 1.0000 1.0000
10687.5000 1.0000 1.0000
10691.2500 1.0000 1.0000
10695.0000 1.0000 1.0000
10698.7500 1.0000 1.0000
10702.5000 1.0000 1.0000
10706.2500 1.0000 1.0000
10710.0000 1.0000 1.0000
10713.7500 1.0000 1.0000
10717.5000 1.0000 1.0000
10721.2500 1.0000 1.0000
10725.0000 1.0000 1.0000
10728.7500 1.0000 1.0000
10732.5000 1.0000 1.0000
10736.2500 1.0000 1.0000
10740.0000 1.0000 1.0000
10743.7500 1.0000 1.0000
10747.5000 1.0000 1.0000
10751.2500 1.0000 1.0000
10755.0000 1.0000 1.0000
10758.7500 1.0000 1.0000
10762.5000 1.0000 1.0000
10766.2500 1.0000 1.0000
10770.0000 1.0000 1.0000
10773.7500 1.0000 1.0000
10777.5000 1.0000 1.0000
10781.2500 1.0000 1.0000
10785.0000 1.0000 1.0000
10788.7500 1.0000 1.0000
10792.5000 1.0000 1.0000
10796.2500 1.0000 1.0000
10800.0000 1.0000 1.0000
10803.7500 1.0000 1.0000
10807.5000 1.0000 1.0000
10811.2500 1.0000 1.0000
10815.0000 1.0000 1.0000
10818.7500 1.0000 1.0000
10822.5000 1.0000 1.0000
10826.2500 1.0000 1.0000
10830.0000 1.0000 1.0000
10833.7500 1.0000 1.0000
10837.5000 1.0000 1.0000
10841.2500 1.0000 1.0000
10845.0000 1.0000 1.0000
10848.7500 1.0000 1.0000
10852.5000 1.0000 1.0000
10856.2500 1.0000 1.0000
10860.0000 1.0000 1.0000
10863.7500 1.0000 1.0000
10867.5000 1.0000 1.0000
10871.2500 1.0000 1.0000
10875.0000 1.0000 1.0000
10878.7500 1.0000 1.0000
10882.5000 1.0000 1.0000
10886.2500 1.0000 1.0000
10890.0000 1.0000 1.0000
10893.7500 1.0000 1.0000
10897.5000 1.0000 1.0000
10901.2500 1.0000 1.0000
10905.0000 1.0000 1.0000
10908.7500 1.0000 1.0000
10912.5000 1.0000 1.0000
10916.2500 1.0000 1.0000
10920.0000 1.0000 1.0000
10923.7500 1.0000 1.0000
10927.5000 1.0000 1.0000
10931.2500 1.0000 1.0000
10935.0000 1.0000 1.0000
10938.7500 1.0000 1.0000
10942.5000 1.0000 1.0000
10946.2500 1.0000 1.0000
10950.0000 1.0000 1.0000
10953.7500 1.0000 1.0000
10957.5000 1.0000 1.0000
10961.2500 1.0000 1.0000
10965.0000 1.0000 1.0000
10968.7500 1.0000 1.0000
10972.5000 1.0000 1.0000
10976.2500 1.0000 1.0000
10980.0000 1.0000 1.0000
10983.7500 1.0000 1.0000
10987.5000 1.0000 1.0000
10991.2500 1.0000 1.0000
10995.0000 1.0000 1.0000
10998.7500 1.0000 1.0000
11002.5000 1.0000 1.0000
11006.2500 1.0000 1.0000
11010.0000 1.0000 1.0000
11013.7500 1.0000 1.0000
11017.5000 1.0000 1.0000
11021.2500 1.0000 1.0000
11025.0000 1.0000 1.0000
11028.7500 1.0000 1.0000
11032.5000 1.0000 1.0000
11036.2500 1.0000 1.0000
11040.0000 1.0000 1.0000
11043.7500 1.0000 1.0000
11047.5000 1.0000 1.0000
11051.2500 1.0000 1.0000
11055.0000 1.0000 1.0000
11058.7500 1.0000 1.0000
11062.5000 1.0000 1.0000
11066.2500 1.0000 1.0000
11070.0000 1.0000 1.0000
11073.7500 1.0000 1.0000
11077.5000 1.0000 1.0000
11081.2500 1.0000 1.0000
11085.0000 1.0000 1.0000
11088.7500 1.0000 1.0000
11092.5000 1.0000 1.0000
11096.2500 1.0000 1.0000
11100.0000 1.0000 1.0000
11103.7500 1.0000 1.0000
11107.5000 1.0000 1.0000
11111.2500 1.0000 1.0000
11115.0000 1.0000 1.0000
11118.7500 1.0000 1.0000
11122.5000 1.0000 1.0000
11126.2500 1.0000 1.0000
11130.0000 1.0000 1.0000
11133.7500 1.0000 1.0000
11137.5000 1.0000 1.0000
11141.2500 1.0000 1.0000
11145.0000 1.0000 1.0000
11148.7500 1.0000 1.0000
11152.5000 1.0000 1.0000
11156.2500 1.0000 1.0000
11160.0000 1.0000 1.0000
11163.7500 1.0000 1.0000
11167.5000 1.0000 1.0000
11171.2500 1.0000 1.0000
11175.0000 1.0000 1.0000
11178.7500 1.0000 1.0000
11182.5000 1.0000 1.0000
11186.2500 1.0000 1.0000
11190.0000 1.0000 1.0000
11193.7500 1.0000 1.0000
11197.5000 1.0000 1.0000
11201.2500 1.0000 1.0000
11205.0000 1.0000 1.0000
11208.7500 1.0000 1.0000
11212.5000 1.0000 1.0000
11216.2500 1.0000 1.0000
11220.0000 1.0000 1.0000
11223.7500 1.0000 1.0000
11227.5000 1.0000 1.0000
11231.2500 1.0000 1.0000
11235.0000 1.0000 1.0000
11238.7500 1.0000 1.0000
11242.5000 1.0000 1.0000
11246.2500 1.0000 1.0000
11250.0000 1.0000 1.0000
11253.7500 1.0000 1.0000
11257.5000 1.0000 1.0000
11261.2500 1.0000 1.0000
11265.0000 1.0000 1.0000
11268.7500 1.0000 1.0000
11272.5000 1.0000 1.0000
11276.2500 1.0000 1.0000
11280.0000 1.0000 1.0000
11283.7500 1.0000 1.0000
11287.5000 1.0000 1.0000
11291.2500 1.0000 1.0000
11295.0000 1.0000 1.0000
11298.7500 1.0000 1.0000
11302.5000 1.0000 1.0000
11306.2500 1.0000 1.0000
11310.0000 1.0000 1.0000
11313.7500 1.0000 1.0000
11317.5000 1.0000 1.0000
11321.2500 1.0000 1.0000
11325.0000 1.0000 1.0000
11328.7500 1.0000 1.0000
11332.5000 1.0000 1.0000
11336.2500 1.0000 1.0000
11340.0000 1.0000 1.0000
11343.7500 1.0000 1.0000
11347.5000 1.0000 1.0000
11351.2500 1.0000 1.0000
11355.0000 1.0000 1.0000
11358.7500 1.0000 1.0000
11362.5000 1.0000 1.0000
11366.2500 1.0000 1.0000
11370.0000 1.0000 1.0000
11373.7500 1.0000 1.0000
11377.5000 1.0000 1.0000
11381.2500 1.0000 1.0000
11385.0000 1.0000 1.0000
11388.7500 1.0000 1.0000
11392.5000 1.0000 1.0000
11396.2500 1.0000 1.0000
11400.0000 1.0000 1.0000
11403.7500 1.0000 1.0000
11407.5000 1.0000 1.0000
11411.2500 1.0000 1.0000
11415.0000 1.0000 1.0000
11418.7500 1.0000 1.0000
11422.5000 1.0000 1.0000
11426.2500 1.0000 1.0000
11430.0000 1.0000 1.0000
11433.7500 1.0000 1.0000
11437.5000 1.0000 1.0000
11441.2500 1.0000 1.0000
11445.0000 1.0000 1.0000
11448.7500 1.0000 1.0000
11452.5000 1.0000 1.0000
11456.2500 1.0000 1.0000
11460.0000 1.0000 1.0000
11463.7500 1.0000 1.0000
11467.5000 1.0000 1.0000
11471.2500 1.0000 1.0000
11475.0000 1.0000 1.0000
11478.7500 1.0000 1.0000
11482.5000 1.0000 1.0000
11486.2500 1.0000 1.0000
11490.0000 1.0000 1.0000
11493.7500 1.0000 1.0000
11497.5000 1.0000 1.0000
11501.2500 1.0000 1.0000
11505.0000 1.0000 1.0000
11508.7500 1.0000 1.0000
11512.5000 1.0000 1.0000
11516.2500 1.0000 1.0000
11520.0000 1.0000 1.0000
11523.7500 1.0000 1.0000
11527.5000 1.0000 1.0000
11531.2500 1.0000 1.0000
11535.0000 1.0000 1.0000
11538.7500 1.0000 1.0000
11542.5000 1.0000 1.0000
11546.2500 1.0000 1.0000
11550.0000 1.0000 1.0000
11553.7500 1.0000 1.0000
11557.5000 1.0000 1.0000
11561.2500 1.0000 1.0000
11565.0000 1.0000 1.0000
11568.7500 1.0000 1.0000
11572.5000 1.0000 1.0000
11576.2500 1.0000 1.0000
11580.0000 1.0000 1.0000
11583.7500 1.0000 1.0000
11587.5000 1.0000 1.0000
11591.2500 1.0000 1.0000
11595.0000 1.0000 1.0000
11598.7500 1.0000 1.0000
11602.5000 1.0000 1.0000
11606.2500 1.0000 1.0000
11610.0000 1.0000 1.0000
11613.7500 1.0000 1.0000
11617.5000 1.0000 1.0000
11621.2500 1.0000 1.0000
11625.0000 1.0000 1.0000
11628.7500 1.0000 1.0000
11632.5000 1.0000 1.0000
11636.2500 1.0000 1.0000
11640.0000 1.0000 1.0000
11643.7500 1.0000 1.0000
11647.5000 1.0000 1.0000
11651.2500 1.0000 1.0000
11655.0000 1.0000 1.0000
11658.7500 1.0000 1.0000
11662.5000 1.0000 1.0000
11666.2500 1.0000 1.0000
11670.0000 1.0000 1.0000
11673.7500 1.0000 1.0000
11677.5000 1.0000 1.0000
11681.2500 1.0000 1.0000
11685.0000 1.0000 1.0000
11688.7500 1.0000 1.0000
11692.5000 1.0000 1.0000
11696.2500 1.0000 1.0000
11700.0000 1.0000 1.0000
11703.7500 1.0000 1.0000
11707.5000 1.0000 1.0000
11711.2500 1.0000 1.0000
11715.0000 1.0000 1.0000
11718.7500 1.0000 1.0000
11722.5000 1.0000 1.0000
11726.2500 1.0000 1.0000
11730.0000 1.0000 1.0000
11733.7500 1.0000 1.0000
11737.5000 1.0000 1.0000
11741.2500 1.0000 1.0000
11745.0000 1.0000 1.0000
11748.7500 1.0000 1.0000
11752.5000 1.0000 1.0000
11756.2500 1.0000 1.0000
11760.0000 1.0000 1.0000
11763.7500 1.0000 1.0000
11767.5000 1.0000 1.0000
11771.2500 1.0000 1.0000
11775.0000 1.0000 1.0000
11778.7500 1.0000 1.0000
11782.5000 1.0000 1.0000
11786.2500 1.0000 1.0000
11790.0000 1.0000 1.0000
11793.7500 1.0000 1.0000
11797.5000 1.0000 1.0000
11801.2500 1.0000 1.0000
11805.0000 1.0000 1.0000
11808.7500 1.0000 1.0000
11812.5000 1.0000 1.0000
11816.2500 1.0000 1.0000
11820.0000 1.0000 1.0000
11823.7500 1.0000 1.0000
11827.5000 1.0000 1.0000
11831.2500 1.0000 1.0000
11835.0000 1.0000 1.0000
11838.7500 1.0000 1.0000
11842.5000 1.0000 1.0000
11846.2500 1.0000 1.0000
11850.0000 1.0000 1.0000
11853.7500 1.0000 1.0000
11857.5000 1.0000 1.0000
11861.2500 1.0000 1.0000
11865.0000 1.0000 1.0000
11868.7500 1.0000 1.0000
11872.5000 1.0000 1.0000
11876.2500 1.0000 1.0000
11880.0000 1.0000 1.0000
11883.7500 1.0000 1.0000
11887.5000 1.0000 1.0000
11891.2500 1.0000 1.0000
11895.0000 1.0000 1.0000
11898.7500 1.0000 1.0000
11902.5000 1.0000 1.0000
11906.2500 1.0000 1.0000
11910.0000 1.0000 1.0000
11913.7500 1.0000 1.0000
11917.5000 1.0000 1.0000
11921.2500 1.0000 1.0000
11925.0000 1.0000 1.0000
11928.7500 1.0000 1.0000
11932.5000 1.0000 1.0000
11936.2500 1.0000 1.0000
11940.0000 1.0000 1.0000
11943.7500 1.0000 1.0000
11947.5000 1.0000 1.0000
11951.2500 1.0000 1.0000
11955.0000 1.0000 1.0000
11958.7500 1.0000 1.0000
11962.5000 1.0000 1.0000
11966.2500 1.0000 1.0000
11970.0000 1.0000 1.0000
11973.7500 1.0000 1.0000
11977.5000 1.0000 1.0000
11981.2500 1.0000 1.0000
11985.0000 1.0000 1.0000
11988.7500 1.0000 1.0000
11992.5000 1.0000 1.0000
11996.2500 1.0000 1.0000
12000.0000 1.0000 1.0000
12003.7500 1.0000 1.0000
12007.5000 1.0000 1.0000
12011.2500 1.0000 1.0000
12015.0000 1.0000 1.0000
12018.7500 1.0000 1.0000
12022.5000 1.0000 1.0000
12026.2500 1.0000 1.0000
12030.0000 1.0000 1.0000
12033.7500 1.0000 1.0000
12037.5000 1.0000 1.0000
12041.2500 1.0000 1.0000
12045.0000 1.0000 1.0000
12048.7500 1.0000 1.0000
12052.5000 1.0000 1.0000
12056.2500 1.0000 1.0000
12060.0000 1.0000 1.0000
12063.7500 1.0000 1.0000
12067.5000 1.0000 1.0000
12071.2500 1.0000 1.0000
12075.0000 1.0000 1.0000
12078.7500 1.0000 1.0000
12082.5000 1.0000 1.0000
12086.2500 1.0000 1.0000
12090.0000 1.0000 1.0000
12093.7500 1.0000 1.0000
12097.5000 1.0000 1.0000
12101.2500 1.0000 1.0000
12105.0000 1.0000 1.0000
12108.7500 1.0000 1.0000
12112.5000 1.0000 1.0000
12116.2500 1.0000 1.0000
12120.0000 1.0000 1.0000
12123.7500 1.0000 1.0000
12127.5000 1.0000 1.0000
12131.2500 1.0000 1.0000
12135.0000 1.0000 1.0000
12138.7500 1.0000 1.0000
12142.5000 1.0000 1.0000
12146.2500 1.0000 1.0000
12150.0000 1.0000 1.0000
12153.7500 1.0000 1.0000
12157.5000 1.0000 1.0000
12161.2500 1.0000 1.0000
12165.0000 1.0000 1.0000
12168.7500 1.0000 1.0000
12172.5000 1.0000 1.0000
12176.2500 1.0000 1.0000
12180.0000 1.0000 1.0000
12183.7500 1.0000 1.0000
12187.5000 1.0000 1.0000
12191.2500 1.0000 1.0000
12195.0000 1.0000 1.0000
12198.7500 1.0000 1.0000
12202.5000 1.0000 1.0000
12206.2500 1.0000 1.0000
12210.0000 1.0000 1.0000
12213.7500 1.0000 1.0000
12217.5000 1.0000 1.0000
12221.2500 1.0000 1.0000
12225.0000 1.0000 1.0000
12228.7500 1.0000 1.0000
12232.5000 1.0000 1.0000
12236.2500 1.0000 1.0000
12240.0000 1.0000 1.0000
12243.7500 1.0000 1.0000
12247.5000 1.0000 1.0000
12251.2500 1.0000 1.0000
12255.0000 1.0000 1.0000
12258.7500 1.0000 1.0000
12262.5000 1.0000 1.0000
12266.2500 1.0000 1.0000
12270.0000 1.0000 1.0000
12273.7500 1.0000 1.0000
12277.5000 1.0000 1.0000
12281.2500 1.0000 1.0000
12285.0000 1.0000 1.0000
12288.7500 1.0000 1.0000
12292.5000 1.0000 1.0000
12296.2500 1.0000 1.0000
12300.0000 1.0000 1.0000
12303.7500 1.0000 1.0000
12307.5000 1.0000 1.0000
12311.2500 1.0000 1.0000
12315.0000 1.0000 1.0000
12318.7500 1.0000 1.0000
12322.5000 1.0000 1.0000
12326.2500 1.0000 1.0000
12330.0000 1.0000 1.0000
12333.7500 1.0000 1.0000
12337.5000 1.0000 1.0000
12341.2500 1.0000 1.0000
12345.0000 1.0000 1.0000
12348.7500 1.0000 1.0000
12352.5000 1.0000 1.0000
12356.2500 1.0000 1.0000
12360.0000 1.0000 1.0000
12363.7500 1.0000 1.0000
12367.5000 1.0000 1.0000
12371.2500 1.0000 1.0000
12375.0000 1.0000 1.0000
12378.7500 1.0000 1.0000
12382.5000 1.0000 1.0000
12386.2500 1.0000 1.0000
12390.0000 1.0000 1.0000
12393.7500 1.0000 1.0000
12397.5000 1.0000 1.0000
12401.2500 1.0000 1.0000
12405.0000 1.0000 1.0000
12408.7500 1.0000 1.0000
12412.5000 1.0000 1.0000
12416.2500 1.0000 1.0000
12420.0000 1.0000 1.0000
12423.7500 1.0000 1.0000
12427.5000 1.0000 1.0000
12431.2500 1.0000 1.0000
12435.0000 1.0000 1.0000
12438.7500 1.0000 1.0000
12442.5000 1.0000 1.0000
12446.2500 1.0000 1.0000
12450.0000 1.0000 1.0000
12453.7500 1.0000 1.0000
12457.5000 1.0000 1.0000
12461.2500 1.0000 1.0000
12465.0000 1.0000 1.0000
12468.7500 1.0000 1.0000
12472.5000 1.0000 1.0000
12476.2500 1.0000 1.0000
12480.0000 1.0000 1.0000
12483.7500 1.0000 1.0000
12487.5000 1.0000 1.0000
12491.2500 1.0000 1.0000
12495.0000 1.0000 1.0000
12498.7500 1.0000 1.0000
12502.5000 1.0000 1.0000
12506.2500 1.0000 1.0000
12510.0000 1.0000 1.0000
12513.7500 1.0000 1.0000
12517.5000 1.0000 1.0000
12521.2500 1.0000 1.0000
12525.0000 1.0000 1.0000
12528.7500 1.0000 1.0000
12532.5000 1.0000 1.0000
12536.2500 1.0000 1.0000
12540.0000 1.0000 1.0000
12543.7500 1.0000 1.0000
12547.5000 1.0000 1.0000
12551.2500 1.0000 1.0000
12555.0000 1.0000 1.0000
12558.7500 1.0000 1.0000
12562.5000 1.0000 1.0000
12566.2500 1.0000 1.0000
12570.0000 1.0000 1.0000
12573.7500 1.0000 1.0000
12577.5000 1.0000 1.0000
12581.2500 1.0000 1.0000
12585.0000 1.0000 1.0000
12588.7500 1.0000 1.0000
12592.5000 1.0000 1.0000
12596.2500 1.0000 1.0000
12600.0000 1.0000 1.0000
12603.7500 1.0000 1.0000
12607.5000 1.0000 1.0000
12611.2500 1.0000 1.0000
12615.0000 1.0000 1.0000
12618.7500 1.0000 1.0000
12622.5000 1.0000 1.0000
12626.2500 1.0000 1.0000
12630.0000 1.0000 1.0000
12633.7500 1.0000 1.0000
12637.5000 1.0000 1.0000
12641.2500 1.0000 1.0000
12645.0000 1.0000 1.0000
12648.7500 1.0000 1.0000
12652.5000 1.0000 1.0000
12656.2500 1.0000 1.0000
12660.0000 1.0000 1.0000
12663.7500 1.0000 1.0000
12667.5000 1.0000 1.0000
12671.2500 1.0000 1.0000
12675.0000 1.0000 1.0000
12678.7500 1.0000 1.0000
12682.5000 1.0000 1.0000
12686.2500 1.0000 1.0000
12690.0000 1.0000 1.0000
12693.7500 1.0000 1.0000
12697.5000 1.0000 1.0000
12701.2500 1.0000 1.0000
12705.0000 1.0000 1.0000
12708.7500 1.0000 1.0000
12712.5000 1.0000 1.0000
12716.2500 1.0000 1.0000
12720.0000 1.0000 1.0000
12723.7500 1.0000 1.0000
12727.5000 1.0000 1.0000
12731.2500 1.0000 1.0000
12735.0000 1.0000 1.0000
12738.7500 1.0000 1.0000
12742.5000 1.0000 1.0000
12746.2500 1.0000 1.0000
12750.0000 1.0000 1.0000
12753.7500 1.0000 1.0000
12757.5000 1.0000 1.0000
12761.2500 1.0000 1.0000
12765.0000 1.0000 1.0000
12768.7500 1.0000 1.0000
12772.5000 1.0000 1.0000
12776.2500 1.0000 1.0000
12780.0000 1.0000 1.0000
12783.7500 1.0000 1.0000
12787.5000 1.0000 1.0000
12791.2500 1.0000 1.0000
12795.0000 1.0000 1.0000
12798.7500 1.0000 1.0000
12802.5000 1.0000 1.0000
12806.2500 1.0000 1.0000
12810.0000 1.0000 1.0000
12813.7500 1.0000 1.0000
12817.5000 1.0000 1.0000
12821.2500 1.0000 1.0000
12825.0000 1.0000 1.0000
12828.7500 1.0000 1.0000
12832.5000 1.0000 1.0000
12836.2500 1.0000 1.0000
12840.0000 1.0000 1.0000
12843.7500 1.0000 1.0000
12847.5000 1.0000 1.0000
12851.2500 1.0000 1.0000
12855.0000 1.0000 1.0000
12858.7500 1.0000 1.0000
12862.5000 1.0000 1.0000
12866.2500 1.0000 1.0000
12870.0000 1.0000 1.0000
12873.7500 1.0000 1.0000
12877.5000 1.0000 1.0000
12881.2500 1.0000 1.0000
12885.0000 1.0000 1.0000
12888.7500 1.0000 1.0000
12892.5000 1.0000 1.0000
12896.2500 1.0000 1.0000
12900.0000 1.0000 1.0000
12903.7500 1.0000 1.0000
12907.5000 1.0000 1.0000
12911.2500 1.0000 1.0000
12915.0000 1.0000 1.0000
12918.7500 1.0000 1.0000
12922.5000 1.0000 1.0000
12926.2500 1.0000 1.0000
12930.0000 1.0000 1.0000
12933.7500 1.0000 1.0000
12937.5000 1.0000 1.0000
12941.2500 1.0000 1.0000
12945.0000 1.0000 1.0000
12948.7500 1.0000 1.0000
12952.5000 1.0000 1.0000
12956.2500 1.0000 1.0000
12960.0000 1.0000 1.0000
12963.7500 1.0000 1.0000
12967.5000 1.0000 1.0000
12971.2500 1.0000 1.0000
12975.0000 1.0000 1.0000
12978.7500 1.0000 1.0000
12982.5000 1.0000 1.0000
12986.2500 1.0000 1.0000
12990.0000 1.0000 1.0000
12993.7500 1.0000 1.0000
12997.5000 1.0000 1.0000
13001.2500 1.0000 1.0000
13005.0000 1.0000 1.0000
13008.7500 1.0000 1.0000
13012.5000 1.0000 1.0000
13016.2500 1.0000 1.0000
13020.0000 1.0000 1.0000
13023.7500 1.0000 1.0000
13027.5000 1.0000 1.0000
13031.2500 1.0000 1.0000
13035.0000 1.0000 1.0000
13038.7500 1.0000 1.0000
13042.5000 1.0000 1.0000
13046.2500 1.0000 1.0000
13050.0000 1.0000 1.0000
13053.7500 1.0000 1.0000
13057.5000 1.0000 1.0000
13061.2500 1.0000 1.0000
13065.0000 1.0000 1.0000
13068.7500 1.0000 1.0000
13072.5000 1.0000 1.0000
13076.2500 1.0000 1.0000
13080.0000 1.0000 1.0000
13083.7500 1.0000 1.0000
13087.5000 1.0000 1.0000
13091.2500 1.0000 1.0000
13095.0000 1.0000 1.0000
13098.7500 1.0000 1.0000
13102.5000 1.0000 1.0000
13106.2500 1.0000 1.0000
13110.0000 1.0000 1.0000
13113.7500 1.0000 1.0000
13117.5000 1.0000 1.0000
13121.2500 1.0000 1.0000
13125.0000 1.0000 1.0000
13128.7500 1.0000 1.0000
13132.5000 1.0000 1.0000
13136.2500 1.0000 1.0000
13140.0000 1.0000 1.0000
13143.7500 1.0000 1.0000
13147.5000 1.0000 1.0000
13151.2500 1.0000 1.0000
13155.0000 1.0000 1.0000
13158.7500 1.0000 1.0000
13162.5000 1.0000 1.0000
13166.2500 1.0000 1.0000
13170.0000 1.0000 1.0000
13173.7500 1.0000 1.0000
13177.5000 1.0000 1.0000
13181.2500 1.0000 1.0000
13185.0000 1.0000 1.0000
13188.7500 1.0000 1.0000
13192.5000 1.0000 1.0000
13196.2500 1.0000 1.0000
13200.0000 1.0000 1.0000
13203.7500 1.0000 1.0000
13207.5000 1.0000 1.0000
13211.2500 1.0000 1.0000
13215.0000 1.0000 1.0000
13218.7500 1.0000 1.0000
13222.5000 1.0000 1.0000
13226.2500 1.0000 1.0000
13230.0000 1.0000 1.0000
13233.7500 1.0000 1.0000
13237.5000 1.0000 1.0000
13241.2500 1.0000 1.0000
13245.0000 1.0000 1.0000
13248.7500 1.0000 1.0000
13252.5000 1.0000 1.0000
13256.2500 1.0000 1.0000
13260.0000 1.0000 1.0000
13263.7500 1.0000 1.0000
13267.5000 1.0000 1.0000
13271.2500 1.0000 1.0000
13275.0000 1.0000 1.0000
13278.7500 1.0000 1.0000
13282.5000 1.0000 1.0000
13286.2500 1.0000 1.0000
13290.0000 1.0000 1.0000
13293.7500 1.0000 1.0000
13297.5000 1.0000 1.0000
13301.2500 1.0000 1.0000
13305.0000 1.0000 1.0000
13308.7500 1.0000 1.0000
13312.5000 1.0000 1.0000
13316.2500 1.0000 1.0000
13320.0000 1.0000 1.0000
13323.7500 1.0000 1.0000
13327.5000 1.0000 1.0000
13331.2500 1.0000 1.0000
13335.0000 1.0000 1.0000
13338.7500 1.0000 1.0000
13342.5000 1.0000 1.0000
13346.2500 1.0000 1.0000
13350.0000 1.0000 1.0000
13353.7500 1.0000 1.0000
13357.5000 1.0000 1.0000
13361.2500 1.0000 1.0000
13365.0000 1.0000 1.0000
13368.7500 1.0000 1.0000
13372.5000 1.0000 1.0000
13376.2500 1.0000 1.0000
13380.0000 1.0000 1.0000
13383.7500 1.0000 1.0000
13387.5000 1.0000 1.0000
13391.2500 1.0000 1.0000
13395.0000 1.0000 1.0000
13398.7500 1.0000 1.0000
13402.5000 1.0000 1.0000
13406.2500 1.0000 1.0000
13410.0000 1.0000 1.0000
13413.7500 1.0000 1.0000
13417.5000 1.0000 1.0000
13421.2500 1.0000 1.0000
13425.0000 1.0000 1.0000
13428.7500 1.0000 1.0000
13432.5000 1.0000 1.0000
13436.2500 1.0000 1.0000
13440.0000 1.0000 1.0000
13443.7500 1.0000 1.0000
13447.5000 1.0000 1.0000
13451.2500 1.0000 1.0000
13455.0000 1.0000 1.0000
13458.7500 1.0000 1.0000
13462.5000 1.0000 1.0000
13466.2500 1.0000 1.0000
13470.0000 1.0000 1.0000
13473.7500 1.0000 1.0000
13477.5000 1.0000 1.0000
13481.2500 1.0000 1.0000
13485.0000 1.0000 1.0000
13488.7500 1.0000 1.0000
13492.5000 1.0000 1.0000
13496.2500 1.0000 1.0000
13500.0000 1.0000 1.0000
13503.7500 1.0000 1.0000
13507.5000 1.0000 1.0000
13511.2500 1.0000 1.0000
13515.0000 1.0000 1.0000
13518.7500 1.0000 1.0000
13522.5000 1.0000 1.0000
13526.2500 1.0000 1.0000
13530.0000 1.0000 1.0000
13533.7500 1.0000 1.0000
13537.5000 1.0000 1.0000
13541.2500 1.0000 1.0000
13545.0000 1.0000 1.0000
13548.7500 1.0000 1.0000
13552.5000 1.0000 1.0000
13556.2500 1.0000 1.0000
13560.0000 1.0000 1.0000
13563.7500 1.0000 1.0000
13567.5000 1.0000 1.0000
13571.2500 1.0000 1.0000
13575.0000 1.0000 1.0000
13578.7500 1.0000 1.0000
13582.5000 1.0000 1.0000
13586.2500 1.0000 1.0000
13590.0000 1.0000 1.0000
13593.7500 1.0000 1.0000
13597.5000 1.0000 1.0000
13601.2500 1.0000 1.0000
13605.0000 1.0000 1.0000
13608.7500 1.0000 1.0000
13612.5000 1.0000 1.0000
13616.2500 1.0000 1.0000
13620.0000 1.0000 1.0000
13623.7500 1.0000 1.0000
13627.5000 1.0000 1.0000
13631.2500 1.0000 1.0000
13635.0000 1.0000 1.0000
13638.7500 1.0000 1.0000
13642.5000 1.0000 1.0000
13646.2500 1.0000 1.0000
13650.0000 1.0000 1.0000
13653.7500 1.0000 1.0000
13657.5000 1.0000 1.0000
13661.2500 1.0000 1.0000
13665.0000 1.0000 1.0000
13668.7500 1.0000 1.0000
13672.5000 1.0000 1.0000
13676.2500 1.0000 1.0000
13680.0000 1.0000 1.0000
13683.7500 1.0000 1.0000
13687.5000 1.0000 1.0000
13691.2500 1.0000 1.0000
13695.0000 1.0000 1.0000
13698.7500 1.0000 1.0000
13702.5000 1.0000 1.0000
13706.2500 1.0000 1.0000
13710.0000 1.0000 1.0000
13713.7500 1.0000 1.0000
13717.5000 1.0000 1.0000
13721.2500 1.0000 1.0000
13725.0000 1.0000 1.0000
13728.7500 1.0000 1.0000
13732.5000 1.0000 1.0000
13736.2500 1.0000 1.0000
13740.0000 1.0000 1.0000
13743.7500 1.0000 1.0000
13747.5000 1.0000 1.0000
13751.2500 1.0000 1.0000
13755.0000 1.0000 1.0000
13758.7500 1.0000 1.0000
13762.5000 1.0000 1.0000
13766.2500 1.0000 1.0000
13770.0000 1.0000 1.0000
13773.7500 1.0000 1.0000
13777.5000 1.0000 1.0000
13781.2500 1.0000 1.0000
13785.0000 1.0000 1.0000
13788.7500 1.0000 1.0000
13792.5000 1.0000 1.0000
13796.2500 1.0000 1.0000
13800.0000 1.0000 1.0000
13803.7500 1.0000 1.0000
13807.5000 1.0000 1.0000
13811.2500 1.0000 1.0000
13815.0000 1.0000 1.0000
13818.7500 1.0000 1.0000
13822.5000 1.0000 1.0000
13826.2500 1.0000 1.0000
13830.0000 1.0000 1.0000
13833.7500 1.0000 1.0000
13837.5000 1.0000 1.0000
13841.2500 1.0000 1.0000
13845.0000 1.0000 1.0000
13848.7500 1.0000 1.0000
13852.5000 1.0000 1.0000
13856.2500 1.0000 1.0000
13860.0000 1.0000 1.0000
13863.7500 1.0000 1.0000
13867.5000 1.0000 1.0000
13871.2500 1.0000 1.0000
13875.0000 1.0000 1.0000
13878.7500 1.0000 1.0000
13882.5000 1.0000 1.0000
13886.2500 1.0000 1.0000
13890.0000 1.0000 1.0000
13893.7500 1.0000 1.0000
