0.0075		0.001007127
0.015		0.00126779
0.0225		0.000907715
0.03		0.000816
0.0375		0.000894621
0.045		0.001151336
0.0525		0.001755578
0.06		0.003451834
0.0675		0.008180109
0.075		0.017960589
0.0825		0.033735794
0.09		0.055573525
0.0975		0.083269271
0.105		0.115896614
0.1125		0.153421007
0.12		0.195821271
0.1275		0.242204495
0.135		0.291727651
0.1425		0.345090287
0.15		0.401554564
0.1575		0.459189677
0.165		0.51577023
0.1725		0.569689285
0.18		0.619943287
0.1875		0.665747167
0.195		0.707661246
0.2025		0.74529119
0.21		0.778897573
0.2175		0.808923933
0.225		0.83577314
0.2325		0.859387064
0.24		0.880110539
0.2475		0.8982622
0.255		0.913731951
0.2625		0.927201128
0.27		0.9390677
0.2775		0.949153655
0.285		0.957737199
0.2925		0.964726442
0.3		0.970448365
0.3075		0.975776011
0.315		0.980020991
0.3225		0.983362688
0.33		0.985741066
0.3375		0.987528511
0.345		0.989426318
0.3525		0.990874128
0.36		0.992049449
0.3675		0.993216423
0.375		0.994660033
0.3825		0.995539238
0.39		0.996714878
0.3975		0.998089876
0.405		0.998095765
0.4125		0.998304088
0.42		0.998785594
0.4275		0.999025014
0.435		0.999450765
0.4425		0.999283175
0.45		0.999551508
0.4575		0.998911848
0.465		1
0.4725		1
0.48		1
0.4875		1
0.495		1
0.5025		1
0.51		1
0.5175		1
0.525		1
0.5325		1
0.54		1
0.5475		1
0.555		1
0.5625		1
0.57		1
0.5775		1
0.585		1
0.5925		1
0.6		1
0.6075		1
0.615		1
0.6225		1
0.63		1
0.6375		1
0.645		1
0.6525		1
0.66		1
0.6675		1
0.675		1
0.6825		1
0.69		1
0.6975		1
0.705		1
0.7125		1
0.72		1
0.7275		1
0.735		1
0.7425		1
0.75		1
0.7575		1
0.765		1
0.7725		1
0.78		1
0.7875		1
0.795		1
0.8025		1
0.81		1
0.8175		1
0.825		1
0.8325		1
0.84		1
0.8475		1
0.855		1
0.8625		1
0.87		1
0.8775		1
0.885		1
0.8925		1
0.9		1
0.9075		1
0.915		1
0.9225		1
0.93		1
0.9375		1
0.945		1
0.9525		1
0.96		1
0.9675		1
0.975		1
0.9825		1
0.99		1
0.9975		1
1.005		1
1.0125		1
1.02		1
1.0275		1
1.035		1
1.0425		1
1.05		1
1.0575		1
1.065		1
1.0725		1
1.08		1
1.0875		1
1.095		1
1.1025		1
1.11		1
1.1175		1
1.125		1
1.1325		1
1.14		1
1.1475		1
1.155		1
1.1625		1
1.17		1
1.1775		1
1.185		1
1.1925		1
1.2		1
1.2075		1
1.215		1
1.2225		1
1.23		1
1.2375		1
1.245		1
1.2525		1
1.26		1
1.2675		1
1.275		1
1.2825		1
1.29		1
1.2975		1
1.305		1
1.3125		1
1.32		1
1.3275		1
1.335		1
1.3425		1
1.35		1
1.3575		1
1.365		1
1.3725		1
1.38		1
1.3875		1
1.395		1
1.4025		1
1.41		1
1.4175		1
1.425		1
1.4325		1
1.44		1
1.4475		1
1.455		1
1.4625		1
1.47		1
1.4775		1
1.485		1
1.4925		1
1.5		1
1.5075		1
1.515		1
1.5225		1
1.53		1
1.5375		1
1.545		1
1.5525		1
1.56		1
1.5675		1
1.575		1
1.5825		1
1.59		1
1.5975		1
1.605		1
1.6125		1
1.62		1
1.6275		1
1.635		1
1.6425		1
1.65		1
1.6575		1
1.665		1
1.6725		1
1.68		1
1.6875		1
1.695		1
1.7025		1
1.71		1
1.7175		1
1.725		1
1.7325		1
1.74		1
1.7475		1
1.755		1
1.7625		1
1.77		1
1.7775		1
1.785		1
1.7925		1
1.8		1
1.8075		1
1.815		1
1.8225		1
1.83		1
1.8375		1
1.845		1
1.8525		1
1.86		1
1.8675		1
1.875		1
1.8825		1
1.89		1
1.8975		1
1.905		1
1.9125		1
1.92		1
1.9275		1
1.935		1
1.9425		1
1.95		1
1.9575		1
1.965		1
1.9725		1
1.98		1
1.9875		1
1.995		1
2.0025		1
2.01		1
2.0175		1
2.025		1
2.0325		1
2.04		1
2.0475		1
2.055		1
2.0625		1
2.07		1
2.0775		1
2.085		1
2.0925		1
2.1		1
2.1075		1
2.115		1
2.1225		1
2.13		1
2.1375		1
2.145		1
2.1525		1
2.16		1
2.1675		1
2.175		1
2.1825		1
2.19		1
2.1975		1
2.205		1
2.2125		1
2.22		1
2.2275		1
2.235		1
2.2425		1
2.25		1
2.2575		1
2.265		1
2.2725		1
2.28		1
2.2875		1
2.295		1
2.3025		1
2.31		1
2.3175		1
2.325		1
2.3325		1
2.34		1
2.3475		1
2.355		1
2.3625		1
2.37		1
2.3775		1
2.385		1
2.3925		1
2.4		1
2.4075		1
2.415		1
2.4225		1
2.43		1
2.4375		1
2.445		1
2.4525		1
2.46		1
2.4675		1
2.475		1
2.4825		1
2.49		1
2.4975		1
2.505		1
2.5125		1
2.52		1
2.5275		1
2.535		1
2.5425		1
2.55		1
2.5575		1
2.565		1
2.5725		1
2.58		1
2.5875		1
2.595		1
2.6025		1
2.61		1
2.6175		1
2.625		1
2.6325		1
2.64		1
2.6475		1
2.655		1
2.6625		1
2.67		1
2.6775		1
2.685		1
2.6925		1
2.7		1
2.7075		1
2.715		1
2.7225		1
2.73		1
2.7375		1
2.745		1
2.7525		1
2.76		1
2.7675		1
